Symbol	Name	Price
PEI	Pennsylvania REIT	2.55
PEIX	Pacific Ethanol	0.0
PEN	Penumbra	253.86
PENN	Penn National Gaming	103.98
PEP	PepsiCo	136.98
PER	SandRidge Permian Trust	0.1
PERI	Perion Network	15.07
PERS	SandRidge Permian Trust	0.4
PESI	Perma-Fix Environmental Services	6.46
PETQ	PetIQ, Inc.	34.28
PETS	PetMed Express	34.87
PETZ	TDH Holdings	1.96
PEYE	Precision Optics Corporation	1.84
PFBC	Preferred Bank	49.13
PFBI	Premier Financial Bancorp	14.76
PFBX	Peoples Financial	13.37
PFC	Premier Financial	28.07
PFE	Pfizer	35.8
PFG	Principal Financial Group	50.13
PFGC	Performance Food Group	48.19
PFHD	Professional Holding	15.13
PFIE	Profire Energy	1.06
PFIN	P&F Industries	5.93
PFIS	Peoples Financial Services	36.85
PFLT	PennantPark Floating Rate Capital	11.08
PFMT	Performant Financial	1.13
PFPT	Proofpoint	130.62
PFS	Provident Financial Services	18.02
PFSI	PennyMac Financial Services	60.63
PFSW	PFSweb	7.31
PFTI	Puradyn Filter Technologies	0.01
PG	Procter & Gamble	128.97
PGAS	Petrogress	0.05
PGC	Peapack-Gladstone Financial	23.65
PGEN	Precigen	8.47
PGNY	Progyny	48.28
PGR	Progressive	86.19
PGRE	Paramount Group	8.95
PGTI	PGT Innovations	21.34
PGTK	Pacific Green Technologies	2.7
PH	Parker-Hannifin	268.19
PHAR	Pharming Group	14.03
PHAS	PhaseBio Pharmaceuticals	3.86
PHAT	Phathom Pharmaceuticals	38.49
PHCF	Puhui Wealth Investment Management	3.19
PHG	Koninklijke Philips	56.23
PHGE	BiomX	6.65
PHI	PLDT Inc.	29.93
PHIO	Phio Pharmaceuticals	3.21
PHM	PulteGroup	44.77
PHOT	GrowLife	0.15
PHR	Phreesia	66.74
PHUN	Phunware	2.69
PHX	PHX Minerals	2.73
PI	Impinj	55.98
PIAI	Prime Impact Acquisition I	10.5
PIC	Pivotal Investment II	1.14
PICO	PICO Holdings	8.74
PII	Polaris	114.26
PINC	Premier	34.27
PINE	Alpine Income Property Trust	15.73
PING	Ping Identity	30.83
PINS	Pinterest	70.72
PIPR	Piper Sandler	94.05
PIR	Pier 1 Imports	0.24
PIRS	Pieris Pharmaceuticals	2.71
PIXY	ShiftPixy	3.55
PJT	PJT Partners	73.87
PK	Park Hotels & Resorts	16.55
PKBK	Parke Bancorp	17.57
PKDC	Parker Drilling Company	3.85
PKE	Park Aerospace	13.46
PKG	Packaging Corporation of America	134.65
PKI	PerkinElmer	151.93
PKOH	Park-Ohio Holdings	29.25
PKX	POSCO	56.66
PLAB	Photronics	11.68
PLAG	Planet Green Holdings	2.45
PLAN	Anaplan	71.08
PLAY	Dave & Buster''s	34.25
PLBC	Plumas Bancorp	24.65
PLCE	Children''s Place	70.1
PLD	Prologis	105.91
PLG	Platinum Group Metals	4.35
PLIN	China Xiangtai Food	0.94
PLL	Piedmont Lithium	53.87
PLM	PolyMet Mining	4.04
PLMR	Palomar Holdings	106.6
PLNHF	Planet 13 Holdings	5.28
PLNT	Planet Fitness	73.5
PLOW	Douglas Dynamics	41.27
PLPC	Preformed Line Products	67.86
PLRX	Pliant Therapeutics	25.31
PLSE	Pulse Biosciences	33.94
PLT	Plantronics	33.3
PLTR	Palantir	33.96
PLUG	Plug Power	63.85
PLUS	ePlus	84
PLX	Protalix BioTherapeutics	4.41
PLXP	PLx Pharma	5.24
PLXS	Plexus Corp.	79.08
PLYA	Playa Hotels & Resorts	5.49
PLYM	Plymouth Industrial REIT	14.92
PM	Philip Morris	79.06
PMBC	Pacific Mercantile Bancorp	5.89
PMD	Psychemedics	6.97
PME	Pingtan Marine Enterprise	1.5
PMGYF	Perpetual Energy	0.09
PMHG	Prime Meridian Holding	18.44
PMMAF	Puma	98.55
PMT	PennyMac Mortgage Investment Trust	17.4
PMTS	CPI Card Group	6.11
PMVC	PMV Consumer Acquisition	10.3
PMVP	PMV Pharmaceuticals	35.72
PNBK	Patriot National Bancorp	9.92
PNC	PNC Financial Services	145.86
PNFP	Pinnacle Financial Partners	69.23
PNM	PNM Resources	48.85
PNNT	PennantPark Investment	5.25
PNR	Pentair	54.45
PNRG	PrimeEnergy Resources	36.06
PNTG	Pennant Group	56.07
PNW	Pinnacle West Capital	76.2
POAI	Predictive Oncology	1.18
PODD	Insulet	263.75
POLA	Polar Power	18.19
POOL	Pool Corporation	359.82
POR	Portland General Electric	43.21
POST	Post Holdings	94.01
POW	Powered Brands	2.58
POWI	Power Integrations	84.57
POWL	Powell Industries	29.54
POWW	AMMO Inc	5.4
PPBI	Pacific Premier Bancorp	34.62
PPBT	Purple Biotech	4.03
PPC	Pilgrim''s Pride	19.68
PPD	PPD, Inc.	33.53
PPG	PPG Industries	138.58
PPHI	Positive Physicians Holdings	10.89
PPIH	Perma-Pipe International Holdings	6.14
PPL	PPL Corporation	27.95
PPSI	Pioneer Power Solutions	8.14
PQG	PQ Group Holdings	14.22
PRA	ProAssurance	18.82
PRAA	PRA Group	33.85
PRAH	PRA Health Sciences	124.93
PRAX	Praxis Precision Medicines	50.98
PRCH	Porch Group	14.9
PRDO	Perdoceo Education	12.31
PRED	Predictive Technology Group	0.14
PRFT	Perficient	56.74
PRFX	PainReform	4.48
PRG	PROG Holdings	47.91
PRGNF	Paragon Shipping	0.01
PRGO	Perrigo	42.96
PRGS	Progress Software	40.39
PRGX	PRGX Global	7.56
PRHL	Premier Holding	0
PRI	Primerica	142.78
PRIM	Primoris Services	30.09
PRK	Park National	110.13
PRKR	ParkerVision	1.33
PRLB	Proto Labs	227.08
PRLD	Prelude Therapeutics	69.48
PRMW	Primo Water	15.65
PRO	PROS Holdings	43.95
PROF	Profound Medical	27.14
PROG	Progenity	7
PROM	Propel Media	0.08
PROS	ProSight Global	12.45
PROV	Provident Financial Holdings	15.48
PRPB	CC Neuberger Principal Holdings II	10.6
PRPH	ProPhase Labs	11.27
PRPL	Purple Innovation	34.49
PRPO	Precipio	2.78
PRQR	ProQR Therapeutics	4.6
PRSC	Providence Service	0.0
PRSP	Perspecta	29.15
PRSR	Prospector Capital	85
PRT	PermRock Royalty Trust	3.1
PRTA	Prothena	11
PRTC	PureTech Health	58
PRTH	Priority Technology	7.4
PRTK	Paratek Pharmaceuticals	6.61
PRTS	CarParts.com	16.49
PRTX	Protalex	0
PRTY	Party City	7.35
PRU	Prudential Financial	78.91
PRVB	Provention Bio	14.24
PRVL	Prevail Therapeutics	0.0
PS	Pluralsight	20.94
PSA	Public Storage	232.69
PSAC	Property Solutions Acquisition	19.16
PSB	PS Business Parks	138.69
PSBQ	PSB Holdings	22
PSEC	Prospect Capital	6.27
PSHG	Performance Shipping	5.47
PSIX	Power Solutions International	5.08
PSMT	PriceSmart	93.81
PSN	Parsons	36.28
PSNL	Personalis	40.55
PSO	Pearson	10.48
PSTG	Pure Storage	23.64
PSTH	Pershing Square Tontine Holdings	27.89
PSTI	Pluristem Therapeutics	7.46
PSTL	Postal Realty Trust	16.18
PSTV	Plus Therapeutics	2.5
PSTX	Poseida Therapeutics	8.96
PSV	Hermitage Offshore Services	8
PSX	Phillips 66	67.38
PSXP	Phillips 66 Partners	24.33
PT	Pintec Technology	1.28
PTC	PTC Inc.	137
PTCT	PTC Therapeutics	56.79
PTE	PolarityTE	0.96
PTEN	Patterson-UTI Energy	6.36
PTGX	Protagonist Therapeutics	20.73
PTI	Proteostasis Therapeutics	18.3
PTK	PTK Acquisition	10.22
PTMN	Portman Ridge Finance	1.98
PTN	Palatin Technologies	0.91
PTNR	Partner Communications	4.64
PTON	Peloton Interactive	146.79
PTPI	Petros Pharmaceuticals	3.46
PTR	PetroChina	30.49
PTRS	Partners Bancorp	6.5
PTSI	P.A.M. Transportation Services	52.03
PTVCA	Protective Insurance	15.58
PTVCB	Protective Insurance	14.15
PTVE	Pactiv Evergreen	14.77
PUB	People''s Utah Bancorp	43.75
PUBM	PubMatic	45.88
PUK	Prudential	32.32
PULM	Pulmatrix	1.47
PUMP	ProPetro Holding	8.14
PURE	PURE Bioscience	0.7
PUYI	Puyi Inc.	6.27
PVAC	Penn Virginia	10.4
PVBC	Provident Bancorp	11.67
PVCT	Provectus Biopharmaceuticals	0.07
PVG	Pretium Resources	11.08
PVH	PVH Corp	82.45
PVL	Permianville Royalty Trust	1.15
PW	Power REIT	38.28
PWFL	PowerFleet	7.26
PWOD	Penns Woods Bancorp	21.5
PWON	Powin Energy	2.5
PWR	Quanta Services	72.88
PXD	Pioneer Natural Resources	120.26
PXLW	Pixelworks	3.2
PXS	Pyxis Tankers	1.11
PYPD	PolyPid	9.36
PYPL	PayPal	241.85
PZG	Paramount Gold Nevada	1.2
PZN	Pzena Investment Management	8.41
PZZA	Papa John''s	101.64
QADA	QAD Inc.	63.84
QADB	QAD Inc.	44.89
QBAK	Qualstar Corporation	3
QBIO	Q BioMed	1.05
QCOM	Qualcomm	161.58
QCRH	QCR Holdings	39.99
QD	Qudian Inc.	2.24
QDEL	Quidel Corporation	254
QELL	Qell Acquisition	13.25
QEP	QEP Resources	2.87
QFIN	360 Finance	18.51
QGEN	Qiagen	55.42
QH	Quhuo	8.85
QIWI	Qiwi PLC	9.9
QK	Q&K International Group	3.02
QKLS	QKL Stores	0.05
QLGN	Qualigen Therapeutics	3.36
QLYS	Qualys	143.32
QMCI	QuoteMedia	0.17
QMCO	Quantum Corporation	7.24
QNBC	QNB Corp	32.9
QNST	QuinStreet	21.6
QNTA	Quanta	0.13
QRHC	Quest Resource Holding	2.58
QRTEA	Qurate Retail	12.66
QRTEB	Qurate Retail	12.56
QRVO	Qorvo	183.3
QS	QuantumScape	42.33
QSEP	QS Energy	0.04
QSR	Restaurant Brands International	59.06
QTNT	Quotient	5.04
QTRX	Quanterix	69.45
QTS	QTS Realty Trust	66.61
QTT	Qutoutiao	3.09
QTWO	Q2 Holdings	131.05
QUAD	Quad/Graphics	4.66
QUIK	QuickLogic	3.76
QUMU	Qumu Corporation	8.02
QUOT	Quotient Technology	9
QURE	uniQure	36
R	Ryder System	63.52
RACA	Therapeutics Acquisition	13.7
RACE	Ferrari	216.99
RAD	Rite Aid	23.54
RADA	RADA Electronic Industries	10.38
RADI	Radius Global Infrastructure	12.93
RAIL	FreightCar America	3.68
RAMP	LiveRamp Holdings	78.63
RAND	Rand Capital	17.34
RAPT	Rapt Therapeutics	20.47
RARE	Ultragenyx Pharmaceutical	145.63
RAVE	Rave Restaurant Group	1.03
RAVN	Raven Industries	32.71
RBA	Ritchie Bros. Auctioneers	60.7
RBAC	Redball Acquisition	10.5
RBB	RBB Bancorp	16.24
RBBN	Ribbon Communications	8
RBC	Regal Beloit	128.56
RBCAA	Republic Bancorp	36.4
RBCN	Rubicon Technology	9.67
RBGLY	Reckitt Benckiser	17.48
RBKB	Rhinebeck Bancorp	9.01
RBNC	Reliant Bancorp	20.21
RBS	Royal Bank of Scotland	0.64
RC	Ready Capital	11.87
RCEL	Avita Therapeutics	25.43
RCHG	Recharge Acquisition	10.24
RCI	Rogers Communications	45.14
RCII	Rent-A-Center	44.7
RCKT	Rocket Pharmaceuticals	56.68
RCKY	Rocky Brands	34.51
RCL	Royal Caribbean Cruises	65.75
RCM	R1 RCM Inc.	26.39
RCMT	RCM Technologies	2.61
RCON	Recon Technology	2.24
RCUS	Arcus Biosciences	38.18
RDCM	RADCOM Ltd.	10.07
RDFN	Redfin	75.61
RDHL	RedHill Biopharma	8.27
RDI	Reading International	5.59
RDIB	Reading International	21
RDN	Radian Group	19.64
RDNT	RadNet	18.8
RDS.A	Royal Dutch Shell	36.62
RDS.B	Royal Dutch Shell	34.54
RDUS	Radius Health	19.32
RDVT	Red Violet	22.89
RDWR	Radware	28.82
RDY	Dr. Reddy''s Laboratories	59.17
RE	Everest Re Group	211.5
REAL	RealReal, Inc	24.06
REDFY	Rediff.com India	0.19
REDU	RISE Education Cayman	5.55
REED	Reed''s	0.85
REEMF	Rare Element Resources	1.95
REFR	Research Frontiers	4.14
REG	Regency Centers	46.94
REGI	Renewable Energy Group	98.98
REGN	Regeneron Pharmaceuticals	508.08
REI	Ring Energy	1.17
REKR	Rekor Systems	12.37
RELI	Reliance Global Group	0.07
RELL	Richardson Electronics	6.3
RELV	Reliv'' International	0.0
RELX	Relx PLC	25.36
RENN	Renren	7.65
REPH	Recro Pharma	3.21
REPL	Replimune Group	39.26
REPYY	Repsol	9.85
RES	RPC, Inc.	4.93
RESI	Front Yard Residential	89
RESN	Resonant	5.78
RETA	Reata Pharmaceuticals	104.78
RETO	ReTo Eco-Solutions	0.94
REV	Revlon	11.3
REVG	REV Group	10.64
REX	REX American Resources	79.2
REXR	Rexford Industrial Realty	50.94
REYN	Reynolds Consumer Products	30.22
REZI	Resideo Technologies	24.29
RF	Regions Financial	17.32
RFIL	RF Industries	5.81
RFL	Rafael Holdings	23.51
RFP	Resolute Forest Products	8.69
RGA	Reinsurance Group of America	104.65
RGCO	RGC Resources	23.27
RGEN	Repligen	206.41
RGLD	Royal Gold	107.53
RGLS	Regulus Therapeutics	1.41
RGNX	REGENXBIO Inc.	43.2
RGP	Resources Connection	11.83
RGR	Sturm, Ruger & Company	65.05
RGS	Regis Corporation	10.04
RGSEQ	Real Goods Solar	0.02
RH	Restoration Hardware	484.04
RHE	Regional Health Properties	5.83
RHI	Robert Half International	68.7
RHP	Ryman Hospitality Properties	66.99
RIBT	RiceBran Technologies	0.9
RICE	Rice Acquisition	11.51
RICK	RCI Hospitality Holdings	38.89
RIDE	Lordstown Motors	25.5
RIG	Transocean	3.33
RIGL	Rigel Pharmaceuticals	3.78
RIHT	Rightscorp	0.02
RIII	Renavotio	0.05
RILY	B. Riley Financial	50.48
RIO	Rio Tinto	78.47
RIOT	Riot Blockchain	19.98
RIVE	Riverview Financial	9.35
RJF	Raymond James Financial	102.42
RKDA	Arcadia Biosciences	2.89
RKT	Rocket Companies	21.54
RL	Ralph Lauren	102.48
RLAY	Relay Therapeutics	50.55
RLGT	Radiant Logistics	5.82
RLGY	Realogy Holdings	14.92
RLH	Red Lion Hotels	3.43
RLI	RLI Corp.	97.64
RLJ	RLJ Lodging Trust	13.22
RLMD	Relmada Therapeutics	34.98
RM	Regional Management	28.93
RMAX	RE/MAX Holdings	37.29
RMBI	Richmond Mutual Bancorporation	12.81
RMBL	RumbleOn	36.59
RMBS	Rambus	19.52
RMCF	Rocky Mountain Chocolate Factory	4.54
RMD	ResMed	202.67
RMG	RMG Acquisition	406.3
RMHB	Rocky Mountain High Brands	0.04
RMNI	Rimini Street	7.82
RMR	RMR Group	37.95
RMTI	Rockwell Medical	1.25
RNA	Avidity Biosciences	22.37
RNDB	Randolph Bancorp	19.3
RNET	RigNet	8.4
RNG	RingCentral	387.8
RNGR	Ranger Energy Services	4.57
RNLSY	Renault	8.47
RNLX	Renalytix AI	25.25
RNR	RenaissanceRe Holdings	152.95
RNST	Renasant	36.26
RNVA	Rennova Health	0.01
RNWK	RealNetworks	2.21
ROAD	Construction Partners	29.1
ROCH	Roth CH Acquisition I	17.69
ROCK	Gibraltar Industries	92.22
ROG	Rogers Corporation	165.01
ROIC	Retail Opportunity Investments	14.12
ROK	Rockwell Automation	247.68
ROKU	Roku, Inc	416.2
ROL	Rollins	36.22
ROLL	RBC Bearings	174.71
ROOT	Root, Inc.	21.26
ROP	Roper Technologies	391.36
ROSE	Rosehill Resources	10.55
ROST	Ross Stores	112.41
ROYL	Royale Energy	0.17
ROYTL	Pacific Coast Oil Trust	0.12
RP	RealPage	87.03
RPAI	Retail Properties of America	9.34
RPAY	Repay Holdings	23.3
RPD	Rapid7	89.49
RPLA	Replay Acquisition	10.17
RPM	RPM International	83.66
RPMT	REGO Payment Architectures	1.18
RPRX	Royalty Pharma	46.73
RPT	RPT Realty	9.28
RPTX	Repare Therapeutics	36.05
RRBI	Red River Bancshares	47.9
RRC	Range Resources	9.62
RRD	R.R. Donnelley & Sons	2.45
RRGB	Red Robin Gourmet Burgers	26.61
RRR	Red Rock Resorts	23.36
RRTS	Roadrunner Transportation Systems	2.12
RS	Reliance Steel & Aluminum	119.18
RSCF	Reflect Scientific	0.51
RSG	Republic Services	90.97
RSLS	ReShape Lifesciences	7
RSPI	RespireRx Pharmaceuticals	0.0
RSSS	Research Solutions	2.54
RSSV	Resort Savers	0.08
RST	Rosetta Stone	355
RSTRF	Restaurant Brands International	58.6
RTLR	Rattler Midstream	9.43
RTMVY	Rightmove	16.87
RTP	Reinvent Technology Partners	12.78
RTWIQ	RTW Retailwinds	0.0
RTX	Raytheon Technologies	66.96
RUBY	Rubius Therapeutics	11.73
RUHN	Ruhnn Holding	2.96
RUN	SunRun	69.88
RUSHA	Rush Enterprises	42.6
RUSHB	Rush Enterprises	39.44
RUTH	Ruth''s Hospitality Group	18.5
RVI	Retail Value	16.22
RVIV	Reviv3 ProCare	0.34
RVLV	Revolve Group	36.12
RVMD	Revolution Medicines	44.8
RVNC	Revance Therapeutics	26.38
RVP	Retractable Technologies	21.5
RVPH	Reviva Pharmaceuticals	8.07
RVSB	Riverview Bancorp	5.25
RWLK	ReWalk Robotics	2.23
RWT	Redwood Trust	8.78
RXN	Rexnord	38.89
RXT	Rackspace Technology	21.48
RY	Royal Bank of Canada	81.27
RYAAY	Ryanair Holdings	96.62
RYAM	Rayonier Advanced Materials	7.43
RYB	RYB Education	2.48
RYI	Ryerson Holding	13.08
RYN	Rayonier	31.53
RYTM	Rhythm Pharmaceuticals	30.56
RZLT	Rezolute	15.65
S	Sprint	0.55
SA	Seabridge Gold	20.02
SABR	Sabre Corporation	11.28
SACH	Sachem Capital	4.45
SAFE	Safehold	74.44
SAFM	Sanderson Farms	136.05
SAFO	Save Foods	2.2
SAFT	Safety Insurance Group	73.2
SAGE	Sage Therapeutics	82.66
SAH	Sonic Automotive	42.49
SAIA	Saia, Inc.	183.35
SAIC	Science Applications International	94.95
SAII	Software Acquisition Group II	11.09
SAIL	SailPoint Technologies	57.2
SAL	Salisbury Bancorp	36.6
SALM	Salem Media Group	1.68
SALT	Scorpio Bulkers	16.77
SAM	Boston Beer Company	974.65
SAMG	Silvercrest Asset Management	15.19
SAN	Banco Santander	2.95
SAND	Sandstorm Gold	6.78
SANM	Sanmina	32.37
SANW	S&W Seed Company	3.55
SAP	SAP SE	129.56
SAR	Saratoga Investment	21.72
SASR	Sandy Spring Bancorp	33.54
SATS	EchoStar	21.81
SAVA	Cassava Sciences	22.99
SAVE	Spirit Airlines	26.84
SB	Safe Bulkers	1.94
SBAC	SBA Communications	278.27
SBBP	Strongbridge Biopharma	2.84
SBCF	Seacoast Banking Corporation of Florida	30.9
SBE	Switchback Energy Acquisition	38.56
SBFG	SB Financial Group	17.66
SBG	Sandbridge Acquisition	10.35
SBGI	Sinclair Broadcast Group	32.44
SBH	Sally Beauty Holdings	15.83
SBLK	Star Bulk Carriers	10.58
SBNY	Signature Bank	166.56
SBOW	SilverBow Resources	5.8
SBR	Sabine Royalty Trust	30.01
SBRA	Sabra Health Care REIT	17.33
SBRCY	Sberbank Russia	13.9
SBS	Companhia de Saneamento Basico	7.66
SBSAA	Spanish Broadcasting System	0.4
SBSI	Southside Bancshares	31.83
SBSW	Sibanye Stillwater	15.79
SBT	Sterling Bancorp	4.76
SBTX	Silverback Therapeutics	46.04
SBUX	Starbucks	98.58
SC	Santander Consumer USA	22.75
SCCO	Southern Copper	68.87
SCHL	Scholastic	25.81
SCHN	Schnitzer Steel Industries	30.5
SCHW	Charles Schwab	53.37
SCI	Service Corporation International	50.71
SCKT	Socket Mobile	2.58
SCL	Stepan Company	118.97
SCM	Stellus Capital Investment	10.46
SCON	Superconductor Technologies	1.67
SCOR	Comscore	3.24
SCPE	SC Health	10.49
SCPH	scPharmaceuticals	6.39
SCPL	SciPlay	16.15
SCPS	Scopus Biopharma	9.95
SCS	Steelcase	13.34
SCSC	ScanSource	25.73
SCTY	Monitronics International	9.02
SCU	Sculptor Capital Management	16.44
SCVL	Shoe Carnival	46.56
SCVX	SCVX Corp.	10.68
SCWX	SecureWorks	14.14
SCX	L.S. Starrett Company	4.51
SCYX	SCYNEXIS	7.58
SD	SandRidge Energy	4.42
SDC	SmileDirectClub	14.07
SDGR	Schrodinger	92.23
SDI	Standard Diversified	0.14
SDPI	Superior Drilling Products	0.89
SDRLF	Seadrill	0.26
SE	Sea Limited	233.53
SEAC	SeaChange International	1.17
SEAH	Sports Entertainment Acquisition	10.19
SEAS	SeaWorld Entertainment	30.63
SEB	Seaboard Corporation	3160
SECO	Secoo Holding	2.69
SEDG	SolarEdge Technologies	300.82
SEE	Sealed Air	42.75
SEED	Origin Agritech	18.11
SEEL	Seelos Therapeutics	2.39
SEER	Seer, Inc	60.15
SEIC	SEI Investments	54.75
SEII	Sharing Economy International	0.03
SELB	Selecta Biosciences	4.2
SELF	Global Self Storage	4.04
SEM	Select Medical Holdings	26.93
SENEA	Seneca Foods	38.28
SENEB	Seneca Foods	38.26
SENR	Strategic Environmental & Energy Resources	0.43
SENS	Senseonics Holdings	2.69
SES	Synthesis Energy Systems	2.73
SESN	Sesen Bio	1.75
SF	Stifel Financial	52.9
SFBC	Sound Financial Bancorp	32.85
SFBS	ServisFirst Bancshares	42.27
SFE	Safeguard Scientifics	6.89
SFET	Safe-T Group	1.5
SFIX	Stitch Fix	84.96
SFL	SFL Corporation	6.52
SFM	Sprouts Farmers Markets	22.27
SFNC	Simmons First National	25.1
SFST	Southern First Bancshares	39.9
SFT	Shift Technologies	8.12
SFTBY	SoftBank Group	40.78
SFTW	Osprey Technology Acquisition	10.5
SFUN	Fang Holdings	12.48
SG	Sirius International Insurance	12.06
SGA	Saga Communications	22.52
SGAM	Seaport Global Acquisition	10.18
SGBX	SG Blocks	5.96
SGC	Superior Group of Companies	24.36
SGEN	Seagen	162.86
SGH	SMART Global Holdings	38.78
SGLB	Sigma Labs	3.66
SGMA	SigmaTron International	5.16
SGMO	Sangamo Therapeutics	14.08
SGMS	Scientific Games	39.92
SGOC	SGOCO Group	1.62
SGRP	SPAR Group	1.36
SGRY	Surgery Partners	41.12
SGTX	Sigilon Therapeutics	30.13
SGU	Star Group	9.66
SHAK	Shake Shack	112.35
SHBI	Shore Bancshares	13.34
SHC	Sotera Health	26.52
SHEN	Shenandoah Telecommunications	39.64
SHG	Shinhan Financial Group	28.53
SHI	Sinopec Shanghai Petrochemical	22.44
SHIP	Seanergy Maritime Holdings	1.09
SHLOQ	Shiloh Industries	0.19
SHLX	Shell Midstream Partners	10.78
SHO	Sunstone Hotel Investors	10.52
SHOO	Steven Madden	33.66
SHOP	Shopify	1144.93
SHSP	SharpSpring	20.74
SHW	Sherwin-Williams	698.1
SHWZ	Medicine Man Technologies	2.45
SHYF	Shyft Group	30.95
SI	Silvergate Capital	95.26
SIAF	Sino Agro Food	0.12
SIBN	SI-BONE, Inc.	28.92
SIC	Select Interior Concepts	7.63
SID	Companhia Siderurgica Nacional	5.77
SIEB	Siebert Financial	7.01
SIEGY	Siemens AG	78.99
SIEN	Sientra	4.62
SIF	SIFCO Industries	7.99
SIFY	Sify Technologies	2.07
SIG	Signet Jewelers	41.6
SIGA	SIGA Technologies	6.5
SIGI	Selective Insurance Group	64.96
SII	Sprott	30.43
SILC	Silicom	43
SILK	Silk Road Medical	54.7
SILV	SilverCrest Metals	11.17
SIM	Grupo Simec	11.47
SIMO	Silicon Motion Technology	51.21
SIMP	Simply	4
SINA	SINA Corporation	42.06
SINO	Sino-Global Shipping America	6.19
SINT	SINTX Technologies	1.85
SIOX	Sio Gene Therapies	2.62
SIRI	Sirius XM	6.26
SITC	SITE Centers	11.16
SITE	SiteOne Landscape Supply	160.99
SITM	SiTime	129.35
SITOQ	Sito Mobile	0.14
SIVB	SVB Financial Group	456.53
SIX	Six Flags Entertainment	35.14
SJ	Scienjoy Holding	9.26
SJI	South Jersey Industries	23.06
SJM	J. M. Smucker	115.33
SJR	Shaw Communications	17.24
SJT	San Juan Basin Royalty Trust	3.59
SJW	SJW Group	67.5
SKAS	Saker Aviation Services	2.6
SKLZ	Skillz	27.34
SKM	SK Telecom	24.46
SKT	Tanger Factory Outlet Centers	14.41
SKVI	Skinvisible	0.09
SKX	Skechers USA	34.51
SKY	Skyline Champion	35.06
SKYW	Sky West	39.5
SLAB	Silicon Laboratories	137.35
SLB	Schlumberger	22.16
SLCA	U.S. Silica Holdings	8.46
SLCT	Select Bancorp	9.43
SLDB	Solid Biosciences	6.49
SLF	Sun Life Financial	46.72
SLG	SL Green Realty	65.91
SLGG	Super League Gaming	3.2
SLGL	Sol-Gel Technologies	9.86
SLGN	Silgan Holdings	37.41
SLM	SLM Corporation	13.78
SLN	Silence Therapeutics	23.63
SLNG	Stabilis Energy	2.5
SLNM	Salon Media Group	0.01
SLNO	Soleno Therapeutics	2.06
SLP	Simulations Plus	78.71
SLQT	SelectQuote	21.25
SLRC	Solar Capital	17.6
SLRX	Salarius Pharmaceuticals	1.13
SLS	SELLAS Life Sciences Group	6.1
SM	SM Energy	8.79
SMAR	Smartsheet	72.2
SMBC	Southern Missouri Bancorp	32.16
SMBK	SmartFinancial	20.14
SMCI	Super Micro Computer	31.54
SMDM	Singing Machine Company	0.41
SMED	Sharps Compliance	12.81
SMFG	Sumitomo Mitsui Financial Group	6.35
SMG	Scotts Miracle-Gro	227.34
SMGI	SMG Industries	0.07
SMHI	Seacor Marine Holdings	2.86
SMICY	Semiconductor Manufacturing International	14
SMID	Smith-Midland	10.81
SMIT	Schmitt Industries	5.12
SMLP	Summit Midstream Partners	15.5
SMLR	Semler Scientific	88.75
SMMC	South Mountain Merger	0.0
SMME	SmartMetric	0.02
SMMF	Summit Financial Group	20.8
SMMT	Summit Therapeutics	6.96
SMP	Standard Motor Products	39.82
SMPL	Simply Good Foods	29.09
SMRT	Stein Mart	127.3
SMRTQ	Stein Mart	0.03
SMSI	Smith Micro Software	6.39
SMTC	Semtech	74.4
SMTI	Sanara MedTech	34.3
SMTS	Sierra Metals	3.44
SMTX	SMTC Corporation	5.86
SNA	Snap-on	185.22
SNAP	Snap, Inc.	56.85
SNBR	Sleep Number	104.44
SNCA	Seneca Biopharma	1.41
SNCR	Synchronoss Technologies	5.03
SND	Smart Sand	1.86
SNDD	RedHawk Holdings	0.01
SNDE	Sundance Energy	2.92
SNDL	Sundial Growers	1.21
SNDR	Schneider National	21.75
SNDX	Syndax Pharmaceuticals	20.96
SNE	Sony	98.53
SNES	SenesTech	2.05
SNEX	StoneX Group	56.39
SNFCA	Security National Financial	8.66
SNGX	Soligenix	1.58
SNMP	Sanchez Midstream Partners	1.04
SNN	Smith & Nephew	43.05
SNOA	Sonoma Pharmaceuticals	8.22
SNOW	Snowflake	282
SNP	China Petroleum & Chemical	48.05
SNPR	Tortoise Acquisition II	11.96
SNPS	Synopsys	263.57
SNR	New Senior Investment Group	5.52
SNSS	Sunesis Pharmaceuticals	2.7
SNV	Synovus Financial	37.88
SNX	Synnex	85.13
SNY	Sanofi	47.6
SO	Southern Company	59.11
SOAC	Sustainable Opportunities Acquisition	11.38
SOFO	Sonic Foundry	4.45
SOFT	SofTech	0.41
SOGO	Sogou Inc.	8.31
SOHO	Sotherly Hotels	2.77
SOHU	Sohu.com	17.99
SOI	Solaris Oilfield Infrastructure	9.39
SOL	ReneSola	23.19
SOLO	Electrameccanica Vehicles	7.65
SOLY	Soliton	10.47
SON	Sonoco Products	58.23
SONA	Southern National Bancorp of Virginia	11.9
SONG	Akazoo S.A.	120
SONM	Sonim Technologies	0.85
SONN	Sonnet BioTherapeutics	2.69
SONO	Sonos, Inc.	26.56
SOS	SOS Limited	2.8
SOTK	Sono-Tek Corporation	4.3
SP	SP Plus	29.08
SPB	Spectrum Brands Holdings	78.2
SPCB	SuperCom	1.21
